path,expected,apex_status,apex_location,http_status,http_location,https_status,canonical,og_url,pass,issues
"/seguro-renegade-guarulhos","https://patroseguros.lovable.app/seguro-renegade-guarulhos","200","","301","https://patroseguros.lovable.app/seguro-renegade-guarulhos","200","https://www.patroseguros.com.br","https://www.patroseguros.com.br","false","apex returned 200 (expected 301) | canonical=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-renegade-guarulhos) | og:url=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-renegade-guarulhos)"
"/seguro-residencial","https://patroseguros.lovable.app/seguro-residencial","200","","301","https://patroseguros.lovable.app/seguro-residencial","200","https://www.patroseguros.com.br","https://www.patroseguros.com.br","false","apex returned 200 (expected 301) | canonical=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-residencial) | og:url=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-residencial)"
"/seguro-residencial-guarulhos","https://patroseguros.lovable.app/seguro-residencial-guarulhos","200","","301","https://patroseguros.lovable.app/seguro-residencial-guarulhos","200","https://www.patroseguros.com.br","https://www.patroseguros.com.br","false","apex returned 200 (expected 301) | canonical=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-residencial-guarulhos) | og:url=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-residencial-guarulhos)"
"/seguro-rural","https://patroseguros.lovable.app/seguro-rural","200","","301","https://patroseguros.lovable.app/seguro-rural","200","https://www.patroseguros.com.br","https://www.patroseguros.com.br","false","apex returned 200 (expected 301) | canonical=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-rural) | og:url=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-rural)"
"/seguro-saude","https://patroseguros.lovable.app/seguro-saude","200","","301","https://patroseguros.lovable.app/seguro-saude","200","https://www.patroseguros.com.br","https://www.patroseguros.com.br","false","apex returned 200 (expected 301) | canonical=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-saude) | og:url=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-saude)"
"/seguro-strada-guarulhos","https://patroseguros.lovable.app/seguro-strada-guarulhos","200","","301","https://patroseguros.lovable.app/seguro-strada-guarulhos","200","https://www.patroseguros.com.br","https://www.patroseguros.com.br","false","apex returned 200 (expected 301) | canonical=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-strada-guarulhos) | og:url=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-strada-guarulhos)"
"/seguro-tcross-guarulhos","https://patroseguros.lovable.app/seguro-tcross-guarulhos","200","","301","https://patroseguros.lovable.app/seguro-tcross-guarulhos","200","https://www.patroseguros.com.br","https://www.patroseguros.com.br","false","apex returned 200 (expected 301) | canonical=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-tcross-guarulhos) | og:url=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-tcross-guarulhos)"
"/seguro-transporte","https://patroseguros.lovable.app/seguro-transporte","200","","301","https://patroseguros.lovable.app/seguro-transporte","200","https://www.patroseguros.com.br","https://www.patroseguros.com.br","false","apex returned 200 (expected 301) | canonical=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-transporte) | og:url=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-transporte)"
"/seguro-transporte-agro","https://patroseguros.lovable.app/seguro-transporte-agro","200","","301","https://patroseguros.lovable.app/seguro-transporte-agro","200","https://www.patroseguros.com.br","https://www.patroseguros.com.br","false","apex returned 200 (expected 301) | canonical=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-transporte-agro) | og:url=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-transporte-agro)"
"/seguro-uber-guarulhos","https://patroseguros.lovable.app/seguro-uber-guarulhos","200","","301","https://patroseguros.lovable.app/seguro-uber-guarulhos","200","https://www.patroseguros.com.br","https://www.patroseguros.com.br","false","apex returned 200 (expected 301) | canonical=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-uber-guarulhos) | og:url=https://www.patroseguros.com.br (expected https://patroseguros.lovable.app/seguro-uber-guarulhos)"
